S.No,Category,Context,English,Tamil,Source,File Location
538,"Survey 9 - ott-subscription-renewal-drivers","Question 4 - Option","Disney+ Hotstar","டிஸ்னி+ ஹாட்ஸ்டார்",Backend,"src/scripts/survey-data-complete.json"
539,"Survey 9 - ott-subscription-renewal-drivers","Question 4 - Option","Sony LIV","சோனி லிவ்",Backend,"src/scripts/survey-data-complete.json"
540,"Survey 9 - ott-subscription-renewal-drivers","Question 4 - Option","Other","மற்றவை",Backend,"src/scripts/survey-data-complete.json"
541,"Survey 9 - ott-subscription-renewal-drivers","Question 5","How many OTT subscriptions do you currently pay for?","தற்போது எத்தனை OTT சந்தாக்களுக்கு பணம் செலுத்துகிறீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
542,"Survey 9 - ott-subscription-renewal-drivers","Question 5 - Option","1","1",Backend,"src/scripts/survey-data-complete.json"
543,"Survey 9 - ott-subscription-renewal-drivers","Question 5 - Option","2","2",Backend,"src/scripts/survey-data-complete.json"
544,"Survey 9 - ott-subscription-renewal-drivers","Question 5 - Option","3-4","3-4",Backend,"src/scripts/survey-data-complete.json"
545,"Survey 9 - ott-subscription-renewal-drivers","Question 5 - Option","5 or more","5 அல்லது அதற்கு மேல்",Backend,"src/scripts/survey-data-complete.json"
546,"Survey 9 - ott-subscription-renewal-drivers","Question 6","Do you get OTT subscriptions bundled through telecom or other services?","தொலைத் தொடர்பு அல்லது பிற சேவைகள் மூலம் OTT சந்தாக்களை பெறுகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
547,"Survey 9 - ott-subscription-renewal-drivers","Question 6 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
548,"Survey 9 - ott-subscription-renewal-drivers","Question 6 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
549,"Survey 10 - insurance-plan-comparison-study","Question 1","Do you currently have any active insurance policy?","தற்போது ஏதேனும் செயலில் உள்ள காப்பீட்டு பாலிசி உள்ளதா?",Backend,"src/scripts/survey-data-complete.json"
550,"Survey 10 - insurance-plan-comparison-study","Question 1 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
551,"Survey 10 - insurance-plan-comparison-study","Question 1 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
552,"Survey 10 - insurance-plan-comparison-study","Question 2","Which types of insurance do you hold?","எந்த வகையான காப்பீட்டை வைத்திருக்கிறீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
553,"Survey 10 - insurance-plan-comparison-study","Question 2 - Option","Health","சுகாதாரம்",Backend,"src/scripts/survey-data-complete.json"
554,"Survey 10 - insurance-plan-comparison-study","Question 2 - Option","Life","ஆயுள்",Backend,"src/scripts/survey-data-complete.json"
555,"Survey 10 - insurance-plan-comparison-study","Question 2 - Option","Motor","மோட்டார்",Backend,"src/scripts/survey-data-complete.json"
556,"Survey 10 - insurance-plan-comparison-study","Question 2 - Option","Term","டேர்ம்",Backend,"src/scripts/survey-data-complete.json"
557,"Survey 10 - insurance-plan-comparison-study","Question 2 - Option","Home","வீடு",Backend,"src/scripts/survey-data-complete.json"
558,"Survey 10 - insurance-plan-comparison-study","Question 2 - Option","Other","மற்றவை",Backend,"src/scripts/survey-data-complete.json"
559,"Survey 10 - insurance-plan-comparison-study","Question 3","Have you compared insurance plans in the last 12 months?","கடந்த 12 மாதங்களில் காப்பீட்டு திட்டங்களை ஒப்பிட்டிருக்கிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
560,"Survey 10 - insurance-plan-comparison-study","Question 3 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
561,"Survey 10 - insurance-plan-comparison-study","Question 3 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
562,"Survey 10 - insurance-plan-comparison-study","Question 4","Have you filed an insurance claim in the past 3 years?","கடந்த 3 ஆண்டுகளில் காப்பீட்டு கோரிக்கையை தாக்கல் செய்துள்ளீர்களா?",Backend,"src/scripts/survey-data-complete.json"
563,"Survey 10 - insurance-plan-comparison-study","Question 4 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
564,"Survey 10 - insurance-plan-comparison-study","Question 4 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
565,"Survey 10 - insurance-plan-comparison-study","Question 5","What is your typical annual insurance premium budget? (INR)","உங்கள் வழக்கமான வருடாந்திர காப்பீட்டு பிரீமியம் பட்ஜெட் என்ன (ரூபாயில்)?",Backend,"src/scripts/survey-data-complete.json"
566,"Survey 10 - insurance-plan-comparison-study","Question 5 - Option","Under 10,000","10,000க்கும் குறைவாக",Backend,"src/scripts/survey-data-complete.json"
567,"Survey 10 - insurance-plan-comparison-study","Question 5 - Option","10,000-25,000","10,000-25,000",Backend,"src/scripts/survey-data-complete.json"
568,"Survey 10 - insurance-plan-comparison-study","Question 5 - Option","25,000-50,000","25,000-50,000",Backend,"src/scripts/survey-data-complete.json"
569,"Survey 10 - insurance-plan-comparison-study","Question 5 - Option","50,000-1,00,000","50,000-1,00,000",Backend,"src/scripts/survey-data-complete.json"
570,"Survey 10 - insurance-plan-comparison-study","Question 5 - Option","Above 1,00,000","1,00,000க்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
571,"Survey 10 - insurance-plan-comparison-study","Question 6","Do you research insurance independently before buying?","வாங்குவதற்கு முன் காப்பீட்டை சுதந்திரமாக ஆராய்ச்சி செய்கிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
572,"Survey 10 - insurance-plan-comparison-study","Question 6 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
573,"Survey 10 - insurance-plan-comparison-study","Question 6 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
574,"Survey 11 - healthy-snacking-preferences","Question 1","Do you consume packaged snacks weekly?","வாரந்தோறும் பேக் செய்யப்பட்ட தின்பண்டங்களை பயன்படுத்துகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
575,"Survey 11 - healthy-snacking-preferences","Question 1 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
576,"Survey 11 - healthy-snacking-preferences","Question 1 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
577,"Survey 11 - healthy-snacking-preferences","Question 2","Are you actively trying to eat healthier?","நீங்கள் ஆரோக்கியமாக சாப்பிட தீவிரமாக முயற்சிக்கிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
578,"Survey 11 - healthy-snacking-preferences","Question 2 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
579,"Survey 11 - healthy-snacking-preferences","Question 2 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
580,"Survey 11 - healthy-snacking-preferences","Question 3","How often do you purchase healthy snacks monthly?","மாதாந்திரம் எத்தனை முறை ஆரோக்கியமான தின்பண்டங்களை வாங்குகிறீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
581,"Survey 11 - healthy-snacking-preferences","Question 3 - Option","1-2 times","1-2 முறை",Backend,"src/scripts/survey-data-complete.json"
582,"Survey 11 - healthy-snacking-preferences","Question 3 - Option","3-5 times","3-5 முறை",Backend,"src/scripts/survey-data-complete.json"
583,"Survey 11 - healthy-snacking-preferences","Question 3 - Option","6-10 times","6-10 முறை",Backend,"src/scripts/survey-data-complete.json"
584,"Survey 11 - healthy-snacking-preferences","Question 3 - Option","More than 10 times","10 முறைக்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
585,"Survey 11 - healthy-snacking-preferences","Question 4","What is your monthly spend on snacks? (INR)","தின்பண்டங்களுக்கு உங்கள் மாதாந்திர செலவு என்ன (ரூபாயில்)?",Backend,"src/scripts/survey-data-complete.json"
586,"Survey 11 - healthy-snacking-preferences","Question 4 - Option","Under 500","500க்கும் குறைவாக",Backend,"src/scripts/survey-data-complete.json"
587,"Survey 11 - healthy-snacking-preferences","Question 4 - Option","500-1000","500-1000",Backend,"src/scripts/survey-data-complete.json"
588,"Survey 11 - healthy-snacking-preferences","Question 4 - Option","1000-2000","1000-2000",Backend,"src/scripts/survey-data-complete.json"
589,"Survey 11 - healthy-snacking-preferences","Question 4 - Option","2000-5000","2000-5000",Backend,"src/scripts/survey-data-complete.json"
590,"Survey 11 - healthy-snacking-preferences","Question 4 - Option","Above 5000","5000க்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
591,"Survey 11 - healthy-snacking-preferences","Question 5","Do ingredient labels influence your purchase decisions?","மூலப்பொருள் லேபிள்கள் உங்கள் வாங்கும் முடிவுகளை பாதிக்கின்றனவா?",Backend,"src/scripts/survey-data-complete.json"
592,"Survey 11 - healthy-snacking-preferences","Question 5 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
593,"Survey 11 - healthy-snacking-preferences","Question 5 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
594,"Survey 11 - healthy-snacking-preferences","Question 6","Have you tried any new healthy snack brand recently?","சமீபத்தில் ஏதேனும் புதிய ஆரோக்கியமான தின்பண்டம் பிராண்டை முயற்சித்தீர்களா?",Backend,"src/scripts/survey-data-complete.json"
595,"Survey 11 - healthy-snacking-preferences","Question 6 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
596,"Survey 11 - healthy-snacking-preferences","Question 6 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
597,"Survey 12 - electric-appliance-brand-recall","Question 1","Have you purchased any electric appliance in the past 2 years?","கடந்த 2 ஆண்டுகளில் ஏதேனும் மின்சார உபகரணம் வாங்கியுள்ளீர்களா?",Backend,"src/scripts/survey-data-complete.json"
598,"Survey 12 - electric-appliance-brand-recall","Question 1 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
599,"Survey 12 - electric-appliance-brand-recall","Question 1 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
600,"Survey 12 - electric-appliance-brand-recall","Question 2","Which appliance categories have you purchased?","எந்த உபகரண வகைகளை வாங்கியுள்ளீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
601,"Survey 12 - electric-appliance-brand-recall","Question 2 - Option","TV","டிவி",Backend,"src/scripts/survey-data-complete.json"
602,"Survey 12 - electric-appliance-brand-recall","Question 2 - Option","Refrigerator","குளிர்சாதனப் பெட்டி",Backend,"src/scripts/survey-data-complete.json"
603,"Survey 12 - electric-appliance-brand-recall","Question 2 - Option","AC","ஏ.சி",Backend,"src/scripts/survey-data-complete.json"
604,"Survey 12 - electric-appliance-brand-recall","Question 2 - Option","Washing Machine","துவைக்கும் இயந்திரம்",Backend,"src/scripts/survey-data-complete.json"
605,"Survey 12 - electric-appliance-brand-recall","Question 2 - Option","Microwave","மைக்ரோவேவ்",Backend,"src/scripts/survey-data-complete.json"
606,"Survey 12 - electric-appliance-brand-recall","Question 2 - Option","Other","மற்றவை",Backend,"src/scripts/survey-data-complete.json"
607,"Survey 12 - electric-appliance-brand-recall","Question 3","Do you research brands before buying appliances?","உபகரணங்களை வாங்குவதற்கு முன் பிராண்டுகளை ஆராய்ச்சி செய்கிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
608,"Survey 12 - electric-appliance-brand-recall","Question 3 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
609,"Survey 12 - electric-appliance-brand-recall","Question 3 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
610,"Survey 12 - electric-appliance-brand-recall","Question 4","Can you recall at least 3 appliance brands?","குறைந்தபட்சம் 3 உபகரண பிராண்டுகளை நினைவுகூர முடியுமா?",Backend,"src/scripts/survey-data-complete.json"
611,"Survey 12 - electric-appliance-brand-recall","Question 4 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
612,"Survey 12 - electric-appliance-brand-recall","Question 4 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
613,"Survey 12 - electric-appliance-brand-recall","Question 5","Do you pay attention to appliance advertisements?","உபகரண விளம்பரங்களை கவனிக்கிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
614,"Survey 12 - electric-appliance-brand-recall","Question 5 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
615,"Survey 12 - electric-appliance-brand-recall","Question 5 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
616,"Survey 12 - electric-appliance-brand-recall","Question 6","Are you the primary decision-maker for appliance purchases?","உபகரண வாங்குதலுக்கு நீங்கள் முதன்மை முடிவெடுப்பவரா?",Backend,"src/scripts/survey-data-complete.json"
617,"Survey 12 - electric-appliance-brand-recall","Question 6 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
618,"Survey 12 - electric-appliance-brand-recall","Question 6 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
619,"Survey 13 - ride-hailing-app-satisfaction","Question 1","Do you use ride-hailing apps?","சவாரி அழைப்பு பயன்பாடுகளை பயன்படுத்துகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
620,"Survey 13 - ride-hailing-app-satisfaction","Question 1 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
621,"Survey 13 - ride-hailing-app-satisfaction","Question 1 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
622,"Survey 13 - ride-hailing-app-satisfaction","Question 2","How many rides do you book per month?","மாதத்திற்கு எத்தனை சவாரிகளை பதிவு செய்கிறீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
623,"Survey 13 - ride-hailing-app-satisfaction","Question 2 - Option","1-5 rides","1-5 சவாரிகள்",Backend,"src/scripts/survey-data-complete.json"
624,"Survey 13 - ride-hailing-app-satisfaction","Question 2 - Option","6-10 rides","6-10 சவாரிகள்",Backend,"src/scripts/survey-data-complete.json"
625,"Survey 13 - ride-hailing-app-satisfaction","Question 2 - Option","11-20 rides","11-20 சவாரிகள்",Backend,"src/scripts/survey-data-complete.json"
626,"Survey 13 - ride-hailing-app-satisfaction","Question 2 - Option","More than 20 rides","20 சவாரிகளுக்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
627,"Survey 13 - ride-hailing-app-satisfaction","Question 3","Which ride-hailing app do you use most?","எந்த சவாரி அழைப்பு பயன்பாட்டை அதிகம் பயன்படுத்துகிறீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
628,"Survey 13 - ride-hailing-app-satisfaction","Question 3 - Option","Uber","உபர்",Backend,"src/scripts/survey-data-complete.json"
629,"Survey 13 - ride-hailing-app-satisfaction","Question 3 - Option","Ola","ஓலா",Backend,"src/scripts/survey-data-complete.json"
630,"Survey 13 - ride-hailing-app-satisfaction","Question 3 - Option","Rapido","ராபிடோ",Backend,"src/scripts/survey-data-complete.json"
631,"Survey 13 - ride-hailing-app-satisfaction","Question 3 - Option","Other","மற்றவை",Backend,"src/scripts/survey-data-complete.json"
632,"Survey 13 - ride-hailing-app-satisfaction","Question 4","Have you faced any issues with ride-hailing recently?","சமீபத்தில் சவாரி அழைப்பில் ஏதேனும் பிரச்சனைகளை எதிர்கொண்டீர்களா?",Backend,"src/scripts/survey-data-complete.json"
633,"Survey 13 - ride-hailing-app-satisfaction","Question 4 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
634,"Survey 13 - ride-hailing-app-satisfaction","Question 4 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
635,"Survey 13 - ride-hailing-app-satisfaction","Question 5","Do you use ride-hailing mostly for work or personal use?","சவாரி அழைப்பை பெரும்பாலும் வேலை அல்லது தனிப்பட்ட பயன்பாட்டிற்கு பயன்படுத்துகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
636,"Survey 13 - ride-hailing-app-satisfaction","Question 5 - Option","Work","வேலை",Backend,"src/scripts/survey-data-complete.json"
637,"Survey 13 - ride-hailing-app-satisfaction","Question 5 - Option","Personal","தனிப்பட்ட",Backend,"src/scripts/survey-data-complete.json"
638,"Survey 13 - ride-hailing-app-satisfaction","Question 5 - Option","Both","இரண்டும்",Backend,"src/scripts/survey-data-complete.json"
639,"Survey 13 - ride-hailing-app-satisfaction","Question 6","Do surge prices affect your usage?","உயர் விலைகள் உங்கள் பயன்பாட்டை பாதிக்கின்றனவா?",Backend,"src/scripts/survey-data-complete.json"
640,"Survey 13 - ride-hailing-app-satisfaction","Question 6 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
641,"Survey 13 - ride-hailing-app-satisfaction","Question 6 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
642,"Survey 14 - beauty-skincare-product-trial","Question 1","Do you use skincare products regularly?","தோல் பராமரிப்பு தயாரிப்புகளை தவறாமல் பயன்படுத்துகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
643,"Survey 14 - beauty-skincare-product-trial","Question 1 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
644,"Survey 14 - beauty-skincare-product-trial","Question 1 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
645,"Survey 14 - beauty-skincare-product-trial","Question 2","Have you used any skincare product in the last 30 days?","கடைசி 30 நாட்களில் ஏதேனும் தோல் பராமரிப்பு தயாரிப்பு பயன்படுத்தினீர்களா?",Backend,"src/scripts/survey-data-complete.json"
646,"Survey 14 - beauty-skincare-product-trial","Question 2 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
647,"Survey 14 - beauty-skincare-product-trial","Question 2 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
648,"Survey 14 - beauty-skincare-product-trial","Question 3","What is your monthly skincare spend? (INR)","உங்கள் மாதாந்திர தோல் பராமரிப்பு செலவு என்ன (ரூபாயில்)?",Backend,"src/scripts/survey-data-complete.json"
649,"Survey 14 - beauty-skincare-product-trial","Question 3 - Option","Under 500","500க்கும் குறைவாக",Backend,"src/scripts/survey-data-complete.json"
650,"Survey 14 - beauty-skincare-product-trial","Question 3 - Option","500-1000","500-1000",Backend,"src/scripts/survey-data-complete.json"
651,"Survey 14 - beauty-skincare-product-trial","Question 3 - Option","1000-2500","1000-2500",Backend,"src/scripts/survey-data-complete.json"
652,"Survey 14 - beauty-skincare-product-trial","Question 3 - Option","2500-5000","2500-5000",Backend,"src/scripts/survey-data-complete.json"
653,"Survey 14 - beauty-skincare-product-trial","Question 3 - Option","Above 5000","5000க்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
654,"Survey 14 - beauty-skincare-product-trial","Question 4","Do you follow a regular skincare routine?","வழக்கமான தோல் பராமரிப்பு வழக்கத்தை பின்பற்றுகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
655,"Survey 14 - beauty-skincare-product-trial","Question 4 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
656,"Survey 14 - beauty-skincare-product-trial","Question 4 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
657,"Survey 14 - beauty-skincare-product-trial","Question 5","Are you comfortable trying new skincare brands?","புதிய தோல் பராமரிப்பு பிராண்டுகளை முயற்சிக்க வசதியாக உள்ளதா?",Backend,"src/scripts/survey-data-complete.json"
658,"Survey 14 - beauty-skincare-product-trial","Question 5 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
659,"Survey 14 - beauty-skincare-product-trial","Question 5 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
660,"Survey 14 - beauty-skincare-product-trial","Question 6","Do you have sensitive or allergy-prone skin?","உங்களுக்கு உணர்திறன் அல்லது ஒவ்வாமை ஏற்படக்கூடிய தோல் உள்ளதா?",Backend,"src/scripts/survey-data-complete.json"
661,"Survey 14 - beauty-skincare-product-trial","Question 6 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
662,"Survey 14 - beauty-skincare-product-trial","Question 6 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
663,"Survey 15 - small-business-digital-transformation","Question 1","Do you own or manage a small business?","நீங்கள் சிறு வணிகத்தை சொந்தமாக வைத்திருக்கிறீர்களா அல்லது நிர்வகிக்கிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
664,"Survey 15 - small-business-digital-transformation","Question 1 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
665,"Survey 15 - small-business-digital-transformation","Question 1 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
666,"Survey 15 - small-business-digital-transformation","Question 2","How many employees does your business have?","உங்கள் வணிகத்தில் எத்தனை ஊழியர்கள் உள்ளனர்?",Backend,"src/scripts/survey-data-complete.json"
667,"Survey 15 - small-business-digital-transformation","Question 2 - Option","1-5","1-5",Backend,"src/scripts/survey-data-complete.json"
668,"Survey 15 - small-business-digital-transformation","Question 2 - Option","6-10","6-10",Backend,"src/scripts/survey-data-complete.json"
669,"Survey 15 - small-business-digital-transformation","Question 2 - Option","11-20","11-20",Backend,"src/scripts/survey-data-complete.json"
670,"Survey 15 - small-business-digital-transformation","Question 2 - Option","21-50","21-50",Backend,"src/scripts/survey-data-complete.json"
671,"Survey 15 - small-business-digital-transformation","Question 2 - Option","More than 50","50க்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
672,"Survey 15 - small-business-digital-transformation","Question 3","Do you use digital tools for business operations?","வணிக செயல்பாடுகளுக்கு டிஜிட்டல் கருவிகளை பயன்படுத்துகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
673,"Survey 15 - small-business-digital-transformation","Question 3 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
674,"Survey 15 - small-business-digital-transformation","Question 3 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
675,"Survey 15 - small-business-digital-transformation","Question 4","Did you adopt any new digital tool last year?","கடந்த ஆண்டு ஏதேனும் புதிய டிஜிட்டல் கருவியை ஏற்றுக்கொண்டீர்களா?",Backend,"src/scripts/survey-data-complete.json"
676,"Survey 15 - small-business-digital-transformation","Question 4 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
677,"Survey 15 - small-business-digital-transformation","Question 4 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
678,"Survey 15 - small-business-digital-transformation","Question 5","What is your digital tools budget monthly? (INR)","உங்கள் டிஜிட்டல் கருவிகள் பட்ஜெட் மாதாந்திரம் என்ன (ரூபாயில்)?",Backend,"src/scripts/survey-data-complete.json"
679,"Survey 15 - small-business-digital-transformation","Question 5 - Option","Under 1,000","1,000க்கும் குறைவாக",Backend,"src/scripts/survey-data-complete.json"
680,"Survey 15 - small-business-digital-transformation","Question 5 - Option","1,000-5,000","1,000-5,000",Backend,"src/scripts/survey-data-complete.json"
681,"Survey 15 - small-business-digital-transformation","Question 5 - Option","5,000-10,000","5,000-10,000",Backend,"src/scripts/survey-data-complete.json"
682,"Survey 15 - small-business-digital-transformation","Question 5 - Option","10,000-25,000","10,000-25,000",Backend,"src/scripts/survey-data-complete.json"
683,"Survey 15 - small-business-digital-transformation","Question 5 - Option","Above 25,000","25,000க்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
684,"Survey 15 - small-business-digital-transformation","Question 6","Are you planning to upgrade your business digital systems?","உங்கள் வணிக டிஜிட்டல் அமைப்புகளை மேம்படுத்த திட்டமிட்டுள்ளீர்களா?",Backend,"src/scripts/survey-data-complete.json"
685,"Survey 15 - small-business-digital-transformation","Question 6 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
686,"Survey 15 - small-business-digital-transformation","Question 6 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
687,"Survey 16 - luxury-brand-perception-study","Question 1","Do you purchase luxury products at least once per year?","ஆண்டுக்கு குறைந்தபட்சம் ஒருமுறை ஆடம்பர தயாரிப்புகளை வாங்குகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
688,"Survey 16 - luxury-brand-perception-study","Question 1 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
689,"Survey 16 - luxury-brand-perception-study","Question 1 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
690,"Survey 16 - luxury-brand-perception-study","Question 2","Which luxury categories interest you?","எந்த ஆடம்பர வகைகள் உங்களுக்கு ஆர்வமாக உள்ளன?",Backend,"src/scripts/survey-data-complete.json"
691,"Survey 16 - luxury-brand-perception-study","Question 2 - Option","Fashion","ஃபேஷன்",Backend,"src/scripts/survey-data-complete.json"
692,"Survey 16 - luxury-brand-perception-study","Question 2 - Option","Watches","கைக்கடிகாரங்கள்",Backend,"src/scripts/survey-data-complete.json"
693,"Survey 16 - luxury-brand-perception-study","Question 2 - Option","Automotive","வாகனம்",Backend,"src/scripts/survey-data-complete.json"
694,"Survey 16 - luxury-brand-perception-study","Question 2 - Option","Accessories","துணைப் பொருட்கள்",Backend,"src/scripts/survey-data-complete.json"
695,"Survey 16 - luxury-brand-perception-study","Question 2 - Option","Fragrances","வாசனை திரவியங்கள்",Backend,"src/scripts/survey-data-complete.json"
696,"Survey 16 - luxury-brand-perception-study","Question 3","What is your typical luxury spending budget? (INR)","உங்கள் வழக்கமான ஆடம்பர செலவு பட்ஜெட் என்ன (ரூபாயில்)?",Backend,"src/scripts/survey-data-complete.json"
697,"Survey 16 - luxury-brand-perception-study","Question 3 - Option","Under 10,000","10,000க்கும் குறைவாக",Backend,"src/scripts/survey-data-complete.json"
698,"Survey 16 - luxury-brand-perception-study","Question 3 - Option","10,000-50,000","10,000-50,000",Backend,"src/scripts/survey-data-complete.json"
699,"Survey 16 - luxury-brand-perception-study","Question 3 - Option","50,000-1,00,000","50,000-1,00,000",Backend,"src/scripts/survey-data-complete.json"
700,"Survey 16 - luxury-brand-perception-study","Question 3 - Option","1,00,000-5,00,000","1,00,000-5,00,000",Backend,"src/scripts/survey-data-complete.json"
701,"Survey 16 - luxury-brand-perception-study","Question 3 - Option","Above 5,00,000","5,00,000க்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
702,"Survey 16 - luxury-brand-perception-study","Question 4","Are you familiar with international luxury brands?","சர்வதேச ஆடம்பர பிராண்டுகளை பற்றி அறிவீர்களா?",Backend,"src/scripts/survey-data-complete.json"
703,"Survey 16 - luxury-brand-perception-study","Question 4 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
704,"Survey 16 - luxury-brand-perception-study","Question 4 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
705,"Survey 16 - luxury-brand-perception-study","Question 5","Do you follow luxury content on social media?","சமூக ஊடகத்தில் ஆடம்பர உள்ளடக்கத்தை பின்பற்றுகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
706,"Survey 16 - luxury-brand-perception-study","Question 5 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
707,"Survey 16 - luxury-brand-perception-study","Question 5 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
708,"Survey 16 - luxury-brand-perception-study","Question 6","Have you purchased any luxury item in the last 18 months?","கடந்த 18 மாதங்களில் ஏதேனும் ஆடம்பர பொருளை வாங்கியுள்ளீர்களா?",Backend,"src/scripts/survey-data-complete.json"
709,"Survey 16 - luxury-brand-perception-study","Question 6 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
710,"Survey 16 - luxury-brand-perception-study","Question 6 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
711,"Survey 17 - healthcare-app-usage-behaviour","Question 1","Do you use any healthcare or fitness app?","ஏதேனும் சுகாதார அல்லது உடற்பயிற்சி பயன்பாட்டை பயன்படுத்துகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
712,"Survey 17 - healthcare-app-usage-behaviour","Question 1 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
